,level_0,index,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,W-L,Rank,GB,Save,D/N,cLI,Streak,BA,OBP,OPS,Team_Hits,Hits_allowed,HR_allowed,ERA,predict,opp_number,RA_ave,R_ave,BA_ave,OBP_ave,OPS_ave,Team_Hits_ave,Hits_allowed_ave,ERA_ave,cLI_ave
522,27.0,140.0,2023-09-02,boxscore,PHI,@,MIL,L,5.0,7.0,0.548,2.0,16.0,Williams,N,0.56,-2,0.259,0.328,0.767,7.0,12.0,1.0,3.98,0.0,15,5.6,6.8,0.26000000000000006,0.328,0.7654,9.4,8.6,3.9299999999999997,0.502
523,28.0,141.0,2023-09-03,boxscore,PHI,@,MIL,W,4.0,2.0,0.551,2.0,15.0,Kimbrel,D,0.63,-3,0.259,0.328,0.767,6.0,7.0,2.0,3.97,1.0,15,7.0,7.2,0.2598,0.3282,0.7664,8.6,10.6,3.944,0.48600000000000004
524,29.0,142.0,2023-09-04,boxscore,PHI,@,SDP,W,9.0,7.0,0.555,2.0,14.5,Alvarado,D,0.48,1,0.26,0.329,0.771,16.0,10.0,1.0,3.99,1.0,22,6.6,6.8,0.2598,0.3282,0.7672000000000001,8.4,9.8,3.9560000000000004,0.496
525,,,2023-09-06,,PHI,,SDP,,,,0.555,,,,,,2,,,,,,,,,22,6.6,6.2,0.2598,0.32839999999999997,0.768,9.0,9.6,3.97,0.502
526,5.0,118.0,2023-08-09,boxscore,PIT,,ATL,L,5.0,6.0,0.447,4.0,10.0,Iglesias,N,0.1,-1,0.236,0.312,0.701,10.0,15.0,0.0,4.55,0.0,1,4.4,5.4,0.23579999999999995,0.31179999999999997,0.6981999999999999,7.8,9.0,4.532,0.11200000000000002
527,6.0,119.0,2023-08-10,boxscore,PIT,,ATL,W,7.0,5.0,0.452,4.0,9.5,Holderman,D,0.08,-2,0.237,0.313,0.701,10.0,12.0,2.0,4.55,1.0,1,4.8,4.8,0.23559999999999998,0.31179999999999997,0.6986,7.4,10.4,4.5280000000000005,0.11600000000000002
528,7.0,120.0,2023-08-11,boxscore,PIT,,CIN,L,2.0,9.0,0.448,4.0,10.5,,N,0.11,1,0.236,0.312,0.7,6.0,11.0,1.0,4.59,0.0,6,5.2,5.8,0.23579999999999995,0.31199999999999994,0.6996,8.8,11.0,4.529999999999999,0.10600000000000001
529,8.0,121.0,2023-08-13,boxscore,PIT,,CIN,W,4.0,2.0,0.453,4.0,11.5,Bednar,D,0.07,-1,0.235,0.311,0.698,3.0,7.0,0.0,4.56,1.0,6,6.8,5.4,0.236,0.3122,0.7001999999999999,8.8,12.4,4.548,0.11000000000000001
530,9.0,122.0,2023-08-13,boxscore,PIT,,CIN,L,5.0,6.0,0.449,4.0,11.5,Duarte,N,0.09,1,0.235,0.312,0.7,9.0,12.0,1.0,4.56,0.0,6,6.0,4.8,0.236,0.312,0.7001999999999999,7.6,11.8,4.558,0.1
531,10.0,123.0,2023-08-14,boxscore,PIT,@,NYM,L,2.0,7.0,0.445,4.0,12.0,,N,0.05,-1,0.235,0.311,0.698,5.0,9.0,3.0,4.59,0.0,17,5.6,4.6,0.23579999999999995,0.312,0.7,7.6,11.4,4.561999999999999,0.09000000000000001
532,11.0,124.0,2023-08-15,boxscore,PIT,@,NYM,W,7.0,4.0,0.45,4.0,11.0,Bednar,N,0.03,-2,0.235,0.313,0.7,9.0,7.0,3.0,4.58,1.0,17,5.8,4.0,0.23559999999999998,0.31179999999999997,0.6994,6.6,10.2,4.569999999999999,0.08
533,12.0,125.0,2023-08-16,boxscore,PIT,@,NYM,L,3.0,8.0,0.446,4.0,11.0,,D,0.06,1,0.235,0.313,0.701,7.0,9.0,3.0,4.61,0.0,17,5.6,4.0,0.2352,0.3118,0.6991999999999999,6.4,9.2,4.575999999999999,0.06999999999999999
534,13.0,126.0,2023-08-18,boxscore,PIT,@,MIN,L,1.0,5.0,0.443,4.0,11.5,,N,0.03,-1,0.235,0.313,0.701,9.0,10.0,1.0,4.61,0.0,16,5.4,4.2,0.235,0.312,0.6994,6.6,8.8,4.58,0.06
535,14.0,127.0,2023-08-19,boxscore,PIT,@,MIN,W,7.0,4.0,0.447,4.0,11.5,Bednar,N,0.03,-2,0.235,0.314,0.701,8.0,11.0,0.0,4.61,1.0,16,6.0,3.6,0.235,0.3124,0.7,7.8,9.4,4.59,0.052000000000000005
536,15.0,128.0,2023-08-20,boxscore,PIT,@,MIN,L,0.0,2.0,0.444,4.0,12.5,Duran,D,0.02,1,0.234,0.313,0.698,2.0,5.0,0.0,4.59,0.0,16,5.6,4.0,0.235,0.3128,0.7001999999999999,7.6,9.2,4.6,0.04
537,16.0,129.0,2023-08-21,boxscore,PIT,,STL,W,11.0,1.0,0.448,4.0,12.0,,N,0.02,-1,0.235,0.314,0.702,16.0,5.0,1.0,4.56,1.0,25,4.6,3.6,0.23479999999999998,0.31320000000000003,0.7001999999999999,7.0,8.4,4.6,0.034
538,17.0,130.0,2023-08-22,boxscore,PIT,,STL,W,6.0,3.0,0.452,4.0,12.0,Bednar,N,0.03,1,0.236,0.314,0.702,8.0,9.0,1.0,4.55,1.0,25,4.0,4.4,0.23479999999999998,0.3134,0.7006,8.4,8.0,4.596000000000001,0.032
539,18.0,131.0,2023-08-23,boxscore,PIT,,STL,L,4.0,6.0,0.449,4.0,13.0,Romero,D,0.03,2,0.236,0.315,0.703,10.0,10.0,0.0,4.56,0.0,25,3.0,5.0,0.23500000000000001,0.3136,0.7007999999999999,8.6,8.0,4.584,0.026000000000000002
540,19.0,132.0,2023-08-24,boxscore,PIT,,CHC,L,4.0,5.0,0.445,4.0,13.5,Alzolay,N,0.01,-1,0.235,0.314,0.702,6.0,10.0,0.0,4.55,0.0,4,3.2,5.6,0.2352,0.314,0.7011999999999999,8.8,8.0,4.574,0.026000000000000002
541,20.0,133.0,2023-08-25,boxscore,PIT,,CHC,W,2.0,1.0,0.45,4.0,13.5,Bednar,N,0.01,-2,0.235,0.314,0.702,7.0,5.0,1.0,4.52,1.0,4,3.4,5.0,0.2352,0.31399999999999995,0.7013999999999999,8.4,7.8,4.561999999999999,0.022
542,21.0,134.0,2023-08-26,boxscore,PIT,,CHC,L,6.0,10.0,0.446,4.0,14.5,Alzolay,N,0.01,1,0.235,0.314,0.701,7.0,10.0,0.0,4.56,0.0,4,3.2,5.4,0.2354,0.3142,0.7022,9.4,7.8,4.548,0.019999999999999997
543,22.0,135.0,2023-08-27,boxscore,PIT,,CHC,L,1.0,10.0,0.443,4.0,15.5,,D,0.01,-1,0.234,0.313,0.698,4.0,12.0,1.0,4.6,0.0,4,5.0,4.4,0.2354,0.3142,0.702,7.6,8.8,4.548,0.018
544,23.0,136.0,2023-08-28,boxscore,PIT,@,KCR,W,5.0,0.0,0.447,4.0,15.5,,N,0.0,-2,0.235,0.314,0.7,12.0,2.0,0.0,4.57,1.0,11,6.4,3.4,0.23500000000000001,0.314,0.7012,6.8,9.4,4.558,0.014000000000000002
545,24.0,137.0,2023-08-29,boxscore,PIT,@,KCR,W,6.0,3.0,0.451,4.0,14.5,,N,0.0,1,0.235,0.314,0.701,9.0,6.0,0.0,4.55,1.0,11,5.2,3.6,0.23479999999999998,0.31379999999999997,0.7005999999999999,7.2,7.8,4.56,0.008
546,25.0,138.0,2023-08-30,boxscore,PIT,@,KCR,W,4.0,1.0,0.455,4.0,13.5,Bednar,N,0.01,2,0.235,0.314,0.701,6.0,4.0,1.0,4.53,1.0,11,4.8,4.0,0.23479999999999998,0.31379999999999997,0.7003999999999999,7.8,7.0,4.5600000000000005,0.006
547,26.0,140.0,2023-09-01,boxscore,PIT,@,STL,W,4.0,2.0,0.459,4.0,13.5,Bednar,N,0.01,3,0.235,0.313,0.7,7.0,6.0,1.0,4.5,1.0,25,4.8,4.4,0.23479999999999998,0.31379999999999997,0.7001999999999999,7.6,6.8,4.562,0.006
548,27.0,141.0,2023-09-02,boxscore,PIT,@,STL,W,7.0,6.0,0.463,4.0,13.5,Bednar,N,0.01,4,0.235,0.314,0.701,11.0,8.0,3.0,4.51,1.0,25,3.2,4.0,0.23479999999999998,0.3136,0.7,7.6,6.0,4.55,0.006
549,28.0,142.0,2023-09-03,boxscore,PIT,@,STL,L,4.0,6.0,0.46,4.0,13.5,Gallegos,D,0.02,5,0.235,0.314,0.7,8.0,8.0,1.0,4.5,0.0,25,2.4,5.2,0.235,0.31379999999999997,0.7005999999999999,9.0,5.2,4.532,0.006
550,29.0,143.0,2023-09-04,boxscore,PIT,,MIL,W,4.0,2.0,0.464,4.0,12.5,Bednar,N,0.01,-1,0.236,0.313,0.702,9.0,6.0,0.0,4.48,1.0,15,3.6,5.0,0.235,0.31379999999999997,0.7005999999999999,8.2,6.4,4.518,0.01
551,5.0,119.0,2023-08-09,boxscore,SDP,@,SEA,L,1.0,6.0,0.478,4.0,13.0,,N,0.47,-3,0.239,0.326,0.737,4.0,10.0,1.0,3.81,0.0,23,7.2,4.4,0.2404,0.328,0.7422,8.4,10.4,3.7659999999999996,0.65
552,6.0,120.0,2023-08-11,boxscore,SDP,@,ARI,W,10.0,5.0,0.483,4.0,13.5,,N,0.44,-4,0.24,0.327,0.74,14.0,5.0,2.0,3.82,1.0,0,6.4,3.6,0.24020000000000002,0.3276,0.7412,7.2,10.2,3.784,0.6039999999999999
553,7.0,121.0,2023-08-12,boxscore,SDP,@,ARI,L,0.0,3.0,0.479,4.0,14.5,Sewald,N,0.5,1,0.24,0.326,0.737,5.0,10.0,1.0,3.82,0.0,0,6.8,4.0,0.24,0.32720000000000005,0.7406,7.8,10.0,3.804,0.562
554,8.0,122.0,2023-08-13,boxscore,SDP,@,ARI,L,4.0,5.0,0.475,4.0,15.5,Sewald,D,0.41,-1,0.24,0.326,0.738,11.0,10.0,2.0,3.83,0.0,0,5.8,3.6,0.24,0.3268,0.7396,7.4,9.6,3.816,0.512
555,9.0,123.0,2023-08-14,boxscore,SDP,,BAL,L,1.0,4.0,0.471,4.0,16.0,Bautista,N,0.29,-2,0.239,0.326,0.736,4.0,9.0,1.0,3.84,0.0,2,4.2,3.0,0.23979999999999996,0.3264,0.7384,7.4,8.8,3.818,0.46799999999999997
556,10.0,124.0,2023-08-15,boxscore,SDP,,BAL,W,10.0,3.0,0.475,4.0,16.0,,N,0.23,-3,0.24,0.327,0.739,13.0,11.0,1.0,3.83,1.0,2,4.6,3.2,0.23959999999999998,0.3262,0.7376,7.6,8.8,3.8240000000000003,0.422
557,11.0,125.0,2023-08-16,boxscore,SDP,,BAL,W,5.0,2.0,0.479,4.0,16.0,Hader,N,0.31,1,0.241,0.327,0.739,8.0,5.0,1.0,3.81,1.0,2,4.0,5.0,0.23979999999999996,0.3264,0.738,9.4,9.0,3.8280000000000003,0.374
558,12.0,126.0,2023-08-17,boxscore,SDP,,ARI,L,1.0,3.0,0.475,4.0,17.0,Martinez,N,0.38,2,0.24,0.326,0.736,3.0,3.0,2.0,3.81,0.0,0,3.4,4.0,0.24,0.3264,0.7378,8.2,9.0,3.8259999999999996,0.348
559,13.0,127.0,2023-08-18,boxscore,SDP,,ARI,W,4.0,0.0,0.48,4.0,16.0,,N,0.3,-1,0.239,0.325,0.735,4.0,6.0,0.0,3.77,1.0,0,3.4,4.2,0.24,0.32639999999999997,0.7376,7.8,7.6,3.8240000000000003,0.324
560,15.0,129.0,2023-08-19,boxscore,SDP,,ARI,L,1.0,8.0,0.472,4.0,18.0,,N,0.28,-1,0.238,0.325,0.735,5.0,13.0,1.0,3.83,0.0,0,2.4,4.2,0.23979999999999996,0.32620000000000005,0.737,6.4,6.8,3.8120000000000003,0.302
561,14.0,128.0,2023-08-19,boxscore,SDP,,ARI,L,4.0,6.0,0.476,4.0,18.0,Sewald,D,0.35,1,0.239,0.326,0.736,7.0,9.0,1.0,3.79,0.0,0,3.2,4.2,0.23959999999999998,0.326,0.7367999999999999,6.6,7.6,3.81,0.3
562,16.0,130.0,2023-08-21,boxscore,SDP,,MIA,W,6.0,2.0,0.476,4.0,17.5,,N,0.2,-2,0.238,0.325,0.736,7.0,7.0,1.0,3.81,1.0,14,3.8,3.0,0.2394,0.3258,0.7362,5.4,7.2,3.8020000000000005,0.324
563,17.0,131.0,2023-08-22,boxscore,SDP,,MIA,L,0.0,3.0,0.472,4.0,17.5,Robertson,N,0.22,1,0.238,0.324,0.733,3.0,8.0,1.0,3.81,0.0,14,3.8,3.2,0.23879999999999998,0.3254,0.7356,5.2,7.6,3.8020000000000005,0.302
564,18.0,132.0,2023-08-23,boxscore,SDP,,MIA,W,4.0,0.0,0.477,4.0,17.5,,D,0.14,-1,0.237,0.324,0.732,7.0,4.0,0.0,3.78,1.0,14,3.8,3.0,0.2384,0.325,0.735,5.2,8.6,3.8019999999999996,0.26999999999999996
565,19.0,133.0,2023-08-25,boxscore,SDP,@,MIL,L,3.0,7.0,0.473,4.0,19.0,,N,0.16,1,0.237,0.324,0.732,7.0,10.0,1.0,3.8,0.0,15,3.8,3.0,0.238,0.3248,0.7343999999999999,5.8,8.2,3.804,0.23800000000000004
566,20.0,134.0,2023-08-26,boxscore,SDP,@,MIL,L,4.0,5.0,0.469,4.0,19.0,Williams,N,0.11,-1,0.237,0.324,0.731,5.0,6.0,0.0,3.82,0.0,15,3.6,3.4,0.2378,0.3246,0.7338,6.2,7.6,3.7979999999999996,0.21400000000000002
567,21.0,135.0,2023-08-27,boxscore,SDP,@,MIL,L,6.0,10.0,0.466,4.0,20.0,,D,0.08,-2,0.237,0.324,0.732,9.0,10.0,1.0,3.87,0.0,15,3.4,3.4,0.23739999999999997,0.32420000000000004,0.7327999999999999,5.8,7.0,3.804,0.16599999999999998
568,22.0,136.0,2023-08-28,boxscore,SDP,@,STL,W,4.0,1.0,0.47,4.0,20.0,Hader,N,0.04,-3,0.238,0.325,0.732,12.0,4.0,1.0,3.85,1.0,25,5.0,3.4,0.2372,0.324,0.732,6.2,7.6,3.816,0.142
569,23.0,137.0,2023-08-29,boxscore,SDP,@,STL,L-wo,5.0,6.0,0.466,4.0,21.0,,N,0.07,1,0.238,0.325,0.733,12.0,9.0,2.0,3.85,0.0,25,4.6,4.2,0.2372,0.32420000000000004,0.7318,8.0,6.8,3.8240000000000003,0.10600000000000001
570,24.0,138.0,2023-08-30,boxscore,SDP,@,STL,L-wo,4.0,5.0,0.463,4.0,22.0,,D,0.04,-1,0.239,0.325,0.733,11.0,10.0,2.0,3.86,0.0,25,5.8,4.4,0.23739999999999997,0.3244,0.732,9.0,7.8,3.838,0.09200000000000001
571,25.0,139.0,2023-08-31,boxscore,SDP,,SFG,L,2.0,7.0,0.459,4.0,22.0,,N,0.03,-2,0.239,0.326,0.733,7.0,10.0,1.0,3.84,0.0,24,5.4,4.6,0.2378,0.3246,0.7322,9.8,7.8,3.85,0.068
572,26.0,141.0,2023-09-01,boxscore,SDP,,SFG,W,7.0,3.0,0.463,4.0,21.0,,N,0.02,-3,0.24,0.326,0.735,13.0,9.0,1.0,3.84,1.0,24,5.8,4.2,0.23819999999999997,0.325,0.7326,10.2,8.6,3.854,0.052000000000000005
573,27.0,142.0,2023-09-02,boxscore,SDP,,SFG,W,6.0,1.0,0.467,4.0,20.0,,N,0.02,1,0.24,0.326,0.735,6.0,5.0,0.0,3.81,1.0,24,4.4,4.4,0.23879999999999998,0.3254,0.7332,11.0,8.4,3.848,0.04
574,28.0,143.0,2023-09-03,boxscore,SDP,,SFG,W,4.0,0.0,0.471,4.0,20.0,,D,0.03,2,0.24,0.326,0.737,10.0,4.0,0.0,3.79,1.0,24,4.4,4.8,0.2392,0.3256,0.7338,9.8,8.6,3.84,0.036
575,29.0,144.0,2023-09-04,boxscore,SDP,,PHI,L,7.0,9.0,0.468,4.0,20.5,Alvarado,D,0.04,3,0.24,0.326,0.737,10.0,16.0,3.0,3.82,0.0,20,3.2,4.6,0.23959999999999998,0.3258,0.7346,9.4,7.6,3.8280000000000003,0.028000000000000004
576,5.0,117.0,2023-08-08,boxscore,SEA,,SDP,W,2.0,0.0,0.54,3.0,6.5,Muñoz,N,1.14,5,0.236,0.315,0.716,9.0,3.0,0.0,3.76,1.0,22,3.4,5.2,0.2354,0.314,0.7142,9.2,7.0,3.814,1.062
577,6.0,118.0,2023-08-09,boxscore,SEA,,SDP,W,6.0,1.0,0.544,3.0,5.5,,N,1.19,6,0.236,0.315,0.717,10.0,4.0,0.0,3.74,1.0,22,2.8,4.4,0.23559999999999998,0.3144,0.7152000000000001,9.0,6.4,3.804,1.108
578,7.0,119.0,2023-08-11,boxscore,SEA,,BAL,W,9.0,2.0,0.548,3.0,5.5,,N,1.31,7,0.238,0.316,0.72,12.0,4.0,1.0,3.72,1.0,2,2.4,4.6,0.23579999999999995,0.31479999999999997,0.7163999999999999,9.4,6.0,3.79,1.1440000000000001
579,8.0,120.0,2023-08-12,boxscore,SEA,,BAL,L,0.0,1.0,0.543,3.0,6.5,,N,1.35,8,0.237,0.315,0.718,4.0,4.0,0.0,3.69,0.0,2,1.4,4.6,0.23620000000000002,0.315,0.717,9.0,4.6,3.768,1.1880000000000002
580,9.0,121.0,2023-08-13,boxscore,SEA,,BAL,L,3.0,5.0,0.538,3.0,6.5,Fujinami,D,1.24,-1,0.236,0.314,0.716,6.0,9.0,1.0,3.68,0.0,2,1.2,4.0,0.2364,0.315,0.7173999999999999,8.4,4.2,3.742,1.2399999999999998
581,10.0,122.0,2023-08-14,boxscore,SEA,@,KCR,L-wo,6.0,7.0,0.534,3.0,7.5,,N,1.16,-2,0.236,0.314,0.714,7.0,14.0,2.0,3.71,0.0,11,1.8,4.0,0.23659999999999998,0.315,0.7173999999999999,8.2,4.8,3.718,1.246
582,11.0,123.0,2023-08-15,boxscore,SEA,@,KCR,W,10.0,8.0,0.538,3.0,7.5,Saucedo,N,1.07,-3,0.237,0.315,0.719,14.0,15.0,1.0,3.72,1.0,11,3.2,4.8,0.23659999999999998,0.3148,0.717,7.8,7.0,3.7079999999999997,1.25
583,12.0,124.0,2023-08-16,boxscore,SEA,@,KCR,W,6.0,5.0,0.542,3.0,6.5,Brash,N,1.09,1,0.238,0.317,0.721,12.0,10.0,1.0,3.73,1.0,11,4.6,5.6,0.23679999999999998,0.3148,0.7174,8.6,9.2,3.7039999999999997,1.2260000000000002
584,13.0,125.0,2023-08-17,boxscore,SEA,@,KCR,W,6.0,4.0,0.545,3.0,6.0,Brash,D,1.22,2,0.238,0.318,0.724,11.0,9.0,1.0,3.73,1.0,11,5.2,5.0,0.23679999999999998,0.315,0.7176,8.6,10.4,3.7060000000000004,1.182
585,14.0,126.0,2023-08-18,boxscore,SEA,@,HOU,W,2.0,0.0,0.549,3.0,5.0,Muñoz,N,1.64,3,0.238,0.318,0.724,9.0,4.0,0.0,3.7,1.0,10,5.8,6.2,0.23700000000000002,0.3156,0.7188,10.0,11.4,3.714,1.1560000000000001
586,15.0,127.0,2023-08-19,boxscore,SEA,@,HOU,W,10.0,3.0,0.553,3.0,4.0,,N,1.75,4,0.24,0.319,0.728,17.0,11.0,3.0,3.69,1.0,10,4.8,6.0,0.23739999999999997,0.3164,0.7204,10.6,10.4,3.718,1.236
587,16.0,128.0,2023-08-20,boxscore,SEA,@,HOU,W,7.0,6.0,0.556,3.0,3.0,Speier,D,2.01,5,0.241,0.32,0.73,15.0,12.0,0.0,3.71,1.0,10,4.0,6.8,0.23819999999999997,0.3174,0.7232,12.6,9.8,3.714,1.3539999999999999
588,17.0,129.0,2023-08-21,boxscore,SEA,@,CHW,W,14.0,2.0,0.56,3.0,2.0,,N,1.72,6,0.242,0.321,0.734,15.0,8.0,0.0,3.69,1.0,5,3.6,6.2,0.23899999999999996,0.3184,0.7253999999999999,12.8,9.2,3.7120000000000006,1.5419999999999998
589,18.0,130.0,2023-08-22,boxscore,SEA,@,CHW,W,6.0,3.0,0.563,3.0,1.0,Muñoz,N,1.75,7,0.243,0.322,0.735,9.0,10.0,1.0,3.69,1.0,5,3.0,7.8,0.23979999999999996,0.31920000000000004,0.728,13.4,8.8,3.7039999999999997,1.668
590,19.0,131.0,2023-08-23,boxscore,SEA,@,CHW,L-wo,4.0,5.0,0.559,3.0,1.5,,D,1.84,8,0.242,0.323,0.734,8.0,10.0,1.0,3.69,0.0,5,2.8,7.8,0.2408,0.32,0.7302,13.0,9.0,3.696,1.7739999999999998
591,20.0,132.0,2023-08-25,boxscore,SEA,,KCR,W,7.0,5.0,0.562,1.0,Tied,Muñoz,N,1.83,-1,0.244,0.323,0.736,16.0,10.0,1.0,3.7,1.0,11,3.8,8.2,0.24159999999999998,0.321,0.7322,12.8,10.2,3.694,1.814
592,21.0,133.0,2023-08-26,boxscore,SEA,,KCR,W,15.0,2.0,0.566,1.0,Tied,,D,1.87,1,0.245,0.325,0.742,13.0,5.0,1.0,3.68,1.0,11,4.2,7.6,0.2424,0.3218,0.7338,12.6,10.0,3.696,1.83
593,22.0,134.0,2023-08-27,boxscore,SEA,,KCR,W,3.0,2.0,0.569,1.0,up 1.0,Muñoz,D,1.82,2,0.245,0.325,0.742,6.0,5.0,1.0,3.67,1.0,11,3.4,9.2,0.2432,0.3228,0.7362,12.2,8.6,3.69,1.8020000000000003
594,23.0,135.0,2023-08-28,boxscore,SEA,,OAK,W,7.0,0.0,0.573,1.0,up 1.0,,N,1.78,3,0.246,0.326,0.745,14.0,4.0,0.0,3.64,1.0,19,3.4,7.0,0.24379999999999996,0.3236,0.7378,10.4,8.0,3.686,1.8220000000000003
595,24.0,136.0,2023-08-29,boxscore,SEA,,OAK,L,1.0,3.0,0.568,1.0,Tied,May,N,1.78,4,0.245,0.325,0.743,4.0,9.0,2.0,3.64,0.0,19,2.8,7.2,0.2444,0.32439999999999997,0.7398,11.4,6.8,3.6759999999999997,1.828
596,25.0,137.0,2023-08-30,boxscore,SEA,,OAK,W,5.0,4.0,0.571,1.0,Tied,Muñoz,D,1.73,-1,0.245,0.325,0.743,6.0,9.0,1.0,3.64,1.0,19,2.4,6.6,0.24500000000000002,0.32480000000000003,0.7416,10.6,6.6,3.6659999999999995,1.8160000000000003
597,26.0,139.0,2023-09-01,boxscore,SEA,@,NYM,L,1.0,2.0,0.567,1.0,Tied,Smith,N,1.72,1,0.244,0.325,0.742,7.0,9.0,1.0,3.63,0.0,17,2.2,6.2,0.2452,0.32520000000000004,0.743,8.6,6.4,3.654,1.796
598,27.0,140.0,2023-09-02,boxscore,SEA,@,NYM,W,8.0,7.0,0.57,1.0,up 1.0,,N,1.88,-1,0.245,0.325,0.744,10.0,13.0,3.0,3.66,1.0,17,2.2,3.4,0.24500000000000002,0.32520000000000004,0.743,7.4,7.2,3.6440000000000006,1.766
599,28.0,141.0,2023-09-03,boxscore,SEA,@,NYM,L,3.0,6.0,0.566,1.0,up 1.0,Ottavino,D,1.75,1,0.244,0.325,0.743,6.0,10.0,3.0,3.67,0.0,17,3.2,4.4,0.24500000000000002,0.3252,0.7434,8.2,8.8,3.6420000000000003,1.778
600,29.0,142.0,2023-09-04,boxscore,SEA,@,CIN,L,3.0,6.0,0.562,1.0,Tied,Gibaut,D,1.96,-1,0.244,0.324,0.743,9.0,8.0,1.0,3.69,0.0,6,4.4,3.6,0.24459999999999998,0.325,0.743,6.6,10.0,3.6480000000000006,1.7719999999999998
601,,,2023-09-06,,SEA,,CIN,,,,0.562,,,,,,-2,,,,,,,,,6,5.0,4.0,0.2444,0.32480000000000003,0.743,7.6,9.8,3.658,1.8079999999999998
602,5.0,118.0,2023-08-08,boxscore,SFG,@,LAA,L,5.0,7.0,0.544,2.0,5.0,Leone,N,1.37,1,0.24,0.316,0.708,5.0,12.0,1.0,3.87,0.0,12,3.0,4.0,0.24059999999999998,0.3166,0.7114,7.0,7.4,3.842,1.592
603,6.0,119.0,2023-08-09,boxscore,SFG,@,LAA,L,1.0,4.0,0.539,2.0,6.0,Estévez,N,1.36,-1,0.239,0.316,0.706,5.0,4.0,1.0,3.87,0.0,12,4.0,4.2,0.24020000000000002,0.3162,0.71,6.0,8.8,3.842,1.508
604,7.0,120.0,2023-08-11,boxscore,SFG,,TEX,L,1.0,2.0,0.534,2.0,7.5,Smith,N,1.27,-2,0.238,0.315,0.703,3.0,6.0,2.0,3.86,0.0,27,4.8,4.2,0.23979999999999996,0.31620000000000004,0.7085999999999999,6.6,8.4,3.85,1.432
605,8.0,121.0,2023-08-12,boxscore,SFG,,TEX,L,3.0,9.0,0.53,2.0,8.5,,N,1.21,-3,0.238,0.315,0.704,9.0,16.0,1.0,3.9,0.0,27,4.8,4.2,0.2394,0.316,0.7071999999999999,6.6,8.4,3.8579999999999997,1.386
606,9.0,122.0,2023-08-13,boxscore,SFG,,TEX,W-wo,3.0,2.0,0.534,2.0,8.5,,D,1.21,-4,0.238,0.314,0.704,10.0,8.0,0.0,3.87,0.0,27,5.0,3.6,0.23899999999999996,0.31579999999999997,0.7061999999999999,6.6,9.4,3.868,1.326
607,10.0,123.0,2023-08-14,boxscore,SFG,,TBR,L,2.0,10.0,0.529,2.0,9.0,Lopez,N,1.22,1,0.238,0.314,0.702,6.0,18.0,1.0,3.92,0.0,26,4.8,2.6,0.2386,0.31520000000000004,0.7049999999999998,6.4,9.2,3.8739999999999997,1.284
608,11.0,124.0,2023-08-15,boxscore,SFG,,TBR,W,7.0,0.0,0.533,2.0,9.0,,N,1.2,-1,0.238,0.314,0.703,9.0,3.0,0.0,3.89,1.0,26,5.4,2.0,0.23819999999999997,0.3148,0.7038,6.6,10.4,3.8840000000000003,1.254
609,12.0,125.0,2023-08-16,boxscore,SFG,,TBR,L,1.0,6.0,0.529,2.0,10.0,,D,1.15,1,0.238,0.314,0.702,8.0,14.0,3.0,3.9,0.0,26,4.6,3.2,0.238,0.3144,0.7032,7.4,10.2,3.8879999999999995,1.222
610,13.0,126.0,2023-08-18,boxscore,SFG,@,ATL,L,0.0,4.0,0.525,2.0,10.5,,N,1.12,-1,0.237,0.313,0.699,2.0,10.0,0.0,3.9,0.0,1,5.4,3.2,0.238,0.3142,0.703,8.4,11.8,3.896,1.198
611,14.0,127.0,2023-08-19,boxscore,SFG,@,ATL,L,5.0,6.0,0.52,2.0,12.0,Iglesias,N,1.19,-2,0.238,0.313,0.7,11.0,11.0,2.0,3.93,0.0,1,4.4,2.6,0.2378,0.31379999999999997,0.702,7.0,10.6,3.896,1.1800000000000002
612,15.0,128.0,2023-08-20,boxscore,SFG,@,ATL,W,4.0,3.0,0.524,2.0,11.5,,D,1.13,-3,0.238,0.314,0.701,10.0,6.0,1.0,3.89,1.0,1,5.2,3.0,0.2378,0.3136,0.7012,7.2,11.2,3.908,1.176
613,16.0,129.0,2023-08-21,boxscore,SFG,@,PHI,L,4.0,10.0,0.52,2.0,12.0,,N,1.36,1,0.238,0.314,0.702,9.0,16.0,4.0,3.95,0.0,20,3.8,3.4,0.2378,0.3136,0.701,8.0,8.8,3.902,1.158
614,17.0,130.0,2023-08-22,boxscore,SFG,@,PHI,L-wo,3.0,4.0,0.516,3.0,12.0,,N,1.33,-1,0.238,0.314,0.701,8.0,9.0,1.0,3.95,0.0,20,5.8,2.8,0.2378,0.3136,0.7007999999999999,8.0,11.4,3.914,1.19
615,18.0,131.0,2023-08-23,boxscore,SFG,@,PHI,W,8.0,6.0,0.52,2.0,12.0,Walker,D,1.31,-2,0.239,0.315,0.703,14.0,10.0,3.0,3.95,1.0,20,5.4,3.2,0.2378,0.3136,0.7005999999999999,8.0,10.4,3.9240000000000004,1.226
616,19.0,132.0,2023-08-25,boxscore,SFG,,ATL,L,1.0,5.0,0.516,3.0,13.5,,N,1.17,1,0.239,0.314,0.702,6.0,7.0,1.0,3.96,0.0,1,5.8,4.8,0.23819999999999997,0.31399999999999995,0.7013999999999999,10.4,10.4,3.934,1.264
